"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"https://wealthsimplebonus.ca/tag/crypto-trading","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/crypto-trading","index,follow",""
"https://wealthsimplebonus.ca/blog/wealthsimple-cash-account-review","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/blog/wealthsimple-cash-account-review","index,follow",""
"https://wealthsimplebonus.ca/tag/bitcoin-canada","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/bitcoin-canada","index,follow",""
"https://wealthsimplebonus.ca/fr/blogue/wealthsimple-crypto-vs-newton-vs-shakepay","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/blogue/wealthsimple-crypto-vs-newton-vs-shakepay","index,follow",""
"https://wealthsimplebonus.ca/category/comparisons","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/category/comparisons","index,follow",""
"https://wealthsimplebonus.ca/blog/wealthsimple-vs-questrade-2025","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/blog/wealthsimple-vs-questrade-2025","index,follow",""
"https://wealthsimplebonus.ca/tag/wealthsimple-promo-code","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-promo-code","index,follow",""
"https://wealthsimplebonus.ca/blog/core-vs-premium-vs-generation","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/blog/core-vs-premium-vs-generation","index,follow",""
"https://wealthsimplebonus.ca/tag/wealthsimple-sign-up-bonus","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-sign-up-bonus","index,follow",""
"https://wealthsimplebonus.ca/tag/wealthsimple-referral-code","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-referral-code","index,follow",""
"https://wealthsimplebonus.ca/tag/wealthsimple-bonus","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-bonus","index,follow",""
"https://wealthsimplebonus.ca/tag/wealthsimple-referral-2026","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-referral-2026","index,follow",""
"https://wealthsimplebonus.ca/tag/referral-bonus-eligibility","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/referral-bonus-eligibility","index,follow",""
"https://wealthsimplebonus.ca/fr/blogue/code-de-parrainage-wealthsimple-2025","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/blogue/code-de-parrainage-wealthsimple-2025","index,follow",""
"https://wealthsimplebonus.ca/images/en/wealthsimple-promo-code-vs-referral-code.webp","image/webp","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/tag/wealthsimple-requirements","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-requirements","index,follow",""
"https://wealthsimplebonus.ca/_astro/referral-ladder-challenge.DaWe2m3-.png","image/png","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/fr/blogue/conditions-prime-parrainage","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/blogue/conditions-prime-parrainage","index,follow",""
"https://wealthsimplebonus.ca/category/referral-codes","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/category/referral-codes","index,follow",""
"https://wealthsimplebonus.ca/tag/wealthsimple-terms","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-terms","index,follow",""
"https://wealthsimplebonus.ca/tag/referral-conditions","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/referral-conditions","index,follow",""
"https://wealthsimplebonus.ca/blog/referral-ladder-challenge","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/blog/referral-ladder-challenge","index,follow",""
"https://wealthsimplebonus.ca/blog/promo-code-vs-referral-code","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/blog/promo-code-vs-referral-code","index,follow",""
"https://wealthsimplebonus.ca/_astro/isabelle-reuben.CkBqP7rZ.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/fr/a-propos","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/a-propos","index,follow",""
"https://wealthsimplebonus.ca/fr/confidentialite","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/confidentialite","index,follow",""
"https://wealthsimplebonus.ca/fr/blogue","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/blogue","index,follow",""
"https://wealthsimplebonus.ca/fr/comment-ca-fonctionne","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/comment-ca-fonctionne","index,follow",""
"https://wealthsimplebonus.ca/fr/blogue/ajouter-code-parrainage-apres-inscription","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/blogue/ajouter-code-parrainage-apres-inscription","index,follow",""
"https://wealthsimplebonus.ca/fr/conditions","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/conditions","index,follow",""
"https://wealthsimplebonus.ca/fr/contact","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/contact","index,follow",""
"https://wealthsimplebonus.ca/fr/blogue/2","text/html; charset=utf-8","200","OK","1.1","Non-Indexable","noindex","https://wealthsimplebonus.ca/fr/blogue/2","noindex,follow",""
"https://wealthsimplebonus.ca/_astro/conditions-prime-parrainage.CE9QxhL_.png","image/png","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/fr/blogue/code-promo-vs-code-parrainage","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/blogue/code-promo-vs-code-parrainage","index,follow",""
"https://wealthsimplebonus.ca/images/fr/wealthsimple-code-promo-vs-parrainage.webp","image/webp","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/_astro/defi-echelle-parrainage.BPM9XMsg.png","image/png","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/fr/blogue/defi-echelle-parrainage","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/blogue/defi-echelle-parrainage","index,follow",""
"https://wealthsimplebonus.ca/images/fr/wealthsimple-ajouter-code-parrainage-9c6dmq.webp","image/webp","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/images/fr/code-parrainage-wealthsimple-9c6dmq.webp","image/webp","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/fr/blogue/core-vs-premium-vs-generation","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/blogue/core-vs-premium-vs-generation","index,follow",""
"https://wealthsimplebonus.ca/_astro/core-vs-premium-vs-generation-fr.sbx_5Zxs.png","image/png","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/fr/blogue/wealthsimple-vs-questrade-2025","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/blogue/wealthsimple-vs-questrade-2025","index,follow",""
"https://wealthsimplebonus.ca/_astro/wealthsimple-vs-questrade.DPLJ6fLX.png","image/png","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/fr/blogue/evaluation-compte-wealthsimple-comptant","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/blogue/evaluation-compte-wealthsimple-comptant","index,follow",""
"https://wealthsimplebonus.ca/_astro/wealthsimple-cash-account-review.Dl1LdSpk.png","image/png","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/tag/cash-account-review","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/cash-account-review","index,follow",""
"https://wealthsimplebonus.ca/category/reviews","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/category/reviews","index,follow",""
"https://wealthsimplebonus.ca/tag/wealthsimple-card","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-card","index,follow",""
"https://wealthsimplebonus.ca/tag/high-interest-savings","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/high-interest-savings","index,follow",""
"https://wealthsimplebonus.ca/tag/brokerage-comparison","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/brokerage-comparison","index,follow",""
"https://wealthsimplebonus.ca/tag/wealthsimple-cash","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-cash","index,follow",""
"https://wealthsimplebonus.ca/tag/is-premium-worth-it","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/is-premium-worth-it","index,follow",""
"https://wealthsimplebonus.ca/tag/trading-fees","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/trading-fees","index,follow",""
"https://wealthsimplebonus.ca/tag/wealthsimple-generation","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-generation","index,follow",""
"https://wealthsimplebonus.ca/tag/tax-filing-2026","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/tax-filing-2026","index,follow",""
"https://wealthsimplebonus.ca/tag/wealthsimple-vs-questrade","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-vs-questrade","index,follow",""
"https://wealthsimplebonus.ca/_astro/wealthsimple-tax-review-2026.CWl_e8EY.png","image/png","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/tag/wealthsimple-premium","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-premium","index,follow",""
"https://wealthsimplebonus.ca/_astro/core-vs-premium-vs-generation.ul9Rb3bU.png","image/png","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/tag/wealthsimple-tiers","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-tiers","index,follow",""
"https://wealthsimplebonus.ca/tag/canadian-taxes","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/canadian-taxes","index,follow",""
"https://wealthsimplebonus.ca/tag/canadian-investing","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/canadian-investing","index,follow",""
"https://wealthsimplebonus.ca/category/guides","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/category/guides","index,follow",""
"https://wealthsimplebonus.ca/blog/wealthsimple-tax-review-2025","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/blog/wealthsimple-tax-review-2025","index,follow",""
"https://wealthsimplebonus.ca/tag/wealthsimple-tax","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/wealthsimple-tax","index,follow",""
"https://wealthsimplebonus.ca/tag/free-tax-software","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/tag/free-tax-software","index,follow",""
"https://wealthsimplebonus.ca/_astro/evaluation-compte-wealthsimple-comptant.C7tAq4OQ.png","image/png","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/_astro/evaluation-wealthsimple-impot.xOrm5Rop.png","image/png","200","OK","1.1","Indexable","","","",""
"https://wealthsimplebonus.ca/fr/blogue/evaluation-wealthsimple-impot-2025","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://wealthsimplebonus.ca/fr/blogue/evaluation-wealthsimple-impot-2025","index,follow",""
